id	name	weight	volume	type
kDOIv	Furniture	6661	6.6610	Normal
5a0Ny	Bottled Beverages	3527	3.5270	Normal
3HgZW	Home Appliances	8629	8.6290	Normal
1AUKI	Furniture	14537	14.5370	Normal
t3GFO	Bottled Beverages	1023	1.0230	Normal
T93dI	Arts and Crafts	9	0.0090	Delicate
i9UjO	Machinery	39920	79.8400	Normal
x52yt	Arts and Crafts	768	0.7680	Delicate
7VKv2	Delicate Machinery	854	1.7080	Delicate
N1XL6	Chemicals	410	0.4100	Dangerous
4GwSi	Bottled Products	2880	2.8800	Normal
mRiay	Medical Equipment	2151	4.3020	Delicate
4huSe	Furniture	10051	10.0510	Normal
zLyup	Electronics	879	0.4395	Normal
zwQ0b	Apparel	152	0.0304	Normal
Xb0eg	Bottled Beverages	8669	8.6690	Normal
JgGr4	Furniture	11060	11.0600	Normal
mLRT3	Furniture	12252	12.2520	Normal
SL9iH	Machinery	94946	189.8920	Normal
rj6ws	Food	23946	19.1568	Normal
T5LX8	Electronics	780	0.3900	Normal
nrGBF	Furniture	5260	5.2600	Normal
qITVA	Apparel	508	0.1016	Normal
HyAhs	Electronics	954	0.4770	Normal
c8mTk	Apparel	182	0.0364	Normal
KYhZ8	Automobile Parts	11527	23.0540	Normal
ZkuUm	Food	23215	18.5720	Normal
rzURv	Chemicals	434	0.4340	Dangerous
gPbuC	Food	14949	11.9592	Normal
IQaUX	Bottled Products	1838	1.8380	Normal
NaKns	Arts and Crafts	434	0.4340	Delicate
7F0CR	Bottled Products	7564	7.5640	Normal
PZEVa	Home Appliances	29285	29.2850	Normal
tsR3u	Electronics	650	0.3250	Normal
ZiM3e	Electronics	974	0.4870	Normal
YDhia	Furniture	10871	10.8710	Normal
1OLPb	Bottled Products	8181	8.1810	Normal
HpLb2	Delicate Machinery	21356	42.7120	Delicate
mNdjD	Chemicals	135	0.1350	Dangerous
ZigeP	Electronics	450	0.2250	Normal
n8xQH	Automobile Parts	3574	7.1480	Normal
nACs5	Delicate Machinery	40108	80.2160	Delicate
BE1H0	Bottled Products	8287	8.2870	Normal
RXvnk	Apparel	595	0.1190	Normal
J9qWN	Medical Equipment	108	0.2160	Delicate
mZ4ij	Delicate Machinery	33978	67.9560	Delicate
ITGJd	Machinery	86969	173.9380	Normal
qpB9r	Home Appliances	8834	8.8340	Normal
azDN7	Apparel	813	0.1626	Normal
eM1Kt	Chemicals	131	0.1310	Dangerous
gkzYo	Bottled Products	7531	7.5310	Normal
3lUGh	Automobile Parts	5044	10.0880	Normal
Txh7k	Apparel	210	0.0420	Normal
ZSFTy	Electronics	959	0.4795	Normal
HzsAC	Home Appliances	58515	58.5150	Normal
4B6ik	Machinery	15282	30.5640	Normal
4or0W	Apparel	56	0.0112	Normal
jlJvk	Bottled Beverages	11580	11.5800	Normal
3MILC	Bottled Products	5085	5.0850	Normal
DGP6u	Automobile Parts	11307	22.6140	Normal
8qugp	Arts and Crafts	555	0.5550	Delicate
XNkCu	Bottled Beverages	10531	10.5310	Normal
RZfA5	Home Appliances	47850	47.8500	Normal
AbfFY	Arts and Crafts	818	0.8180	Delicate
7Sqsp	Electronics	798	0.3990	Normal
ge4oN	Home Appliances	34475	34.4750	Normal
RBiJX	Bottled Products	1606	1.6060	Normal
XcpyU	Food	2354	1.8832	Normal
pxPKE	Medical Equipment	2044	4.0880	Delicate
BCEHY	Machinery	11162	22.3240	Normal
er0NK	Bottled Beverages	9924	9.9240	Normal
TCMEs	Apparel	488	0.0976	Normal
5N39J	Food	17896	14.3168	Normal
UCo5R	Apparel	563	0.1126	Normal
baJ4g	Machinery	932	1.8640	Normal
qgfZj	Furniture	11883	11.8830	Normal
g7JDz	Bottled Beverages	9638	9.6380	Normal
VYjEa	Bottled Products	1665	1.6650	Normal
owGLr	Apparel	61	0.0122	Normal
NgCS5	Automobile Parts	22839	45.6780	Normal
7UNSR	Apparel	528	0.1056	Normal
1XvB2	Machinery	90426	180.8520	Normal
TyvPW	Chemicals	437	0.4370	Dangerous
u6SQY	Electronics	927	0.4635	Normal
lxPoR	Medical Equipment	1311	2.6220	Delicate
ZsaIf	Bottled Products	9463	9.4630	Normal
0nN2U	Furniture	4364	4.3640	Normal
P4k0m	Machinery	57155	114.3100	Normal
zO6EC	Arts and Crafts	499	0.4990	Delicate
Tcd75	Apparel	529	0.1058	Normal
4d8k1	Delicate Machinery	38614	77.2280	Delicate
Jo7xO	Chemicals	216	0.2160	Dangerous
D9URf	Apparel	52	0.0104	Normal
Qav7l	Bottled Beverages	8443	8.4430	Normal
i2n8z	Delicate Machinery	36717	73.4340	Delicate
0GXhd	Medical Equipment	1028	2.0560	Delicate
c1okg	Bottled Beverages	4459	4.4590	Normal
NMaYB	Chemicals	337	0.3370	Dangerous
2gDOs	Furniture	9429	9.4290	Normal
OBCV5	Arts and Crafts	821	0.8210	Delicate
Fbfw1	Bottled Beverages	11302	11.3020	Normal
0JH5h	Arts and Crafts	937	0.9370	Delicate
zSg7I	Bottled Beverages	7610	7.6100	Normal
EPxY7	Food	14234	11.3872	Normal
gWmar	Bottled Products	6619	6.6190	Normal
FfSGm	Medical Equipment	1137	2.2740	Delicate
dZOXt	Chemicals	108	0.1080	Dangerous
1zo96	Bottled Beverages	2007	2.0070	Normal
UYZEg	Bottled Beverages	13574	13.5740	Normal
uHsjW	Electronics	675	0.3375	Normal
GtMmW	Machinery	78812	157.6240	Normal
QJMc0	Automobile Parts	18746	37.4920	Normal
jH3LO	Apparel	633	0.1266	Normal
JhoHt	Delicate Machinery	28488	56.9760	Delicate
0K41P	Apparel	887	0.1774	Normal
d9YXv	Apparel	561	0.1122	Normal
qsnCt	Bottled Products	7322	7.3220	Normal
ETSNl	Apparel	226	0.0452	Normal
8rLHV	Furniture	7643	7.6430	Normal
gExaM	Bottled Beverages	14869	14.8690	Normal
69NoV	Chemicals	38	0.0380	Dangerous
bBNgV	Machinery	77317	154.6340	Normal
3XPfC	Home Appliances	42615	42.6150	Normal
A62jS	Machinery	25562	51.1240	Normal
JS0wU	Machinery	46687	93.3740	Normal
ZYo1t	Apparel	790	0.1580	Normal
tAcK1	Bottled Beverages	14586	14.5860	Normal
lK6kn	Food	24383	19.5064	Normal
6ZuGv	Furniture	7839	7.8390	Normal
ZO586	Chemicals	398	0.3980	Dangerous
2djaA	Medical Equipment	2332	4.6640	Delicate
nUv8L	Arts and Crafts	33	0.0330	Delicate
yT6eW	Furniture	11738	11.7380	Normal
RIBLU	Arts and Crafts	732	0.7320	Delicate
BjW1D	Arts and Crafts	28	0.0280	Delicate
aWCEm	Home Appliances	69561	69.5610	Normal
1FpRB	Food	20710	16.5680	Normal
6gTdf	Delicate Machinery	47271	94.5420	Delicate
QGl8f	Food	2946	2.3568	Normal
w1DxF	Automobile Parts	9678	19.3560	Normal
LAfGO	Apparel	893	0.1786	Normal
cPbWh	Bottled Products	3007	3.0070	Normal
L6jJ8	Apparel	430	0.0860	Normal
c2m8K	Chemicals	274	0.2740	Dangerous
LTcOX	Arts and Crafts	304	0.3040	Delicate
5rKqU	Chemicals	487	0.4870	Dangerous
7gSKX	Chemicals	215	0.2150	Dangerous
rKhXd	Home Appliances	10246	10.2460	Normal
pgtHs	Chemicals	428	0.4280	Dangerous
HeLuX	Food	16347	13.0776	Normal
rQSt8	Delicate Machinery	6433	12.8660	Delicate
TGdcM	Home Appliances	64091	64.0910	Normal
5myrv	Chemicals	126	0.1260	Dangerous
BXwGH	Electronics	926	0.4630	Normal
GdHgY	Home Appliances	9811	9.8110	Normal
VijIu	Bottled Products	8585	8.5850	Normal
UaIm0	Furniture	14277	14.2770	Normal
PkYGp	Home Appliances	64927	64.9270	Normal
92Syq	Bottled Products	6769	6.7690	Normal
WLypn	Automobile Parts	20564	41.1280	Normal
ICEuJ	Arts and Crafts	193	0.1930	Delicate
wuHWa	Furniture	14168	14.1680	Normal
p73P4	Furniture	5311	5.3110	Normal
3h5Ey	Furniture	11616	11.6160	Normal
iy3qh	Apparel	881	0.1762	Normal
dXaTA	Food	9623	7.6984	Normal
M1ToJ	Arts and Crafts	770	0.7700	Delicate
aY2JN	Furniture	7738	7.7380	Normal
Ok5iF	Apparel	990	0.1980	Normal
eONbQ	Food	20150	16.1200	Normal
9E8nu	Food	22984	18.3872	Normal
izvZh	Electronics	458	0.2290	Normal
aDH8O	Bottled Products	5802	5.8020	Normal
47xKk	Arts and Crafts	208	0.2080	Delicate
GmFbr	Bottled Beverages	10933	10.9330	Normal
WiLU8	Home Appliances	98177	98.1770	Normal
Hf6QF	Food	9071	7.2568	Normal
vQtAD	Chemicals	445	0.4450	Dangerous
flOgA	Electronics	537	0.2685	Normal
yUDEY	Bottled Products	9024	9.0240	Normal
9UmEb	Apparel	608	0.1216	Normal
fiP1U	Arts and Crafts	815	0.8150	Delicate
JiNAw	Delicate Machinery	27029	54.0580	Delicate
nR9JX	Bottled Beverages	14269	14.2690	Normal
2uOya	Food	9710	7.7680	Normal
K1thH	Furniture	7817	7.8170	Normal
szalq	Automobile Parts	13253	26.5060	Normal
20hSQ	Chemicals	44	0.0440	Dangerous
SiPTQ	Arts and Crafts	812	0.8120	Delicate
MKj2X	Bottled Beverages	9459	9.4590	Normal
6wsvo	Food	17546	14.0368	Normal
8oZS1	Electronics	170	0.0850	Normal
l3SNp	Furniture	11773	11.7730	Normal
l42kz	Delicate Machinery	40164	80.3280	Delicate
gzp3b	Electronics	935	0.4675	Normal
0fZ7T	Furniture	6204	6.2040	Normal
YOkdU	Medical Equipment	1055	2.1100	Delicate
B126u	Arts and Crafts	178	0.1780	Delicate
u81xY	Machinery	48046	96.0920	Normal
TsYpZ	Chemicals	495	0.4950	Dangerous
Ox3fF	Medical Equipment	1317	2.6340	Delicate
IyblN	Electronics	511	0.2555	Normal
H03K7	Home Appliances	12952	12.9520	Normal
8iFKY	Furniture	11825	11.8250	Normal
QfKgp	Food	4289	3.4312	Normal
57hAZ	Home Appliances	89295	89.2950	Normal
k5ewc	Furniture	218	0.2180	Normal
G5UOd	Delicate Machinery	2137	4.2740	Delicate
cQwBg	Arts and Crafts	756	0.7560	Delicate
eh1wm	Automobile Parts	20212	40.4240	Normal
KUxTY	Chemicals	466	0.4660	Dangerous
sQ8iJ	Medical Equipment	773	1.5460	Delicate
pJjBf	Machinery	22553	45.1060	Normal
6paWe	Chemicals	427	0.4270	Dangerous
qIZno	Apparel	133	0.0266	Normal
HYDiE	Machinery	76795	153.5900	Normal
SoRAy	Delicate Machinery	14836	29.6720	Delicate
gM9Xc	Apparel	217	0.0434	Normal
qO6sW	Chemicals	352	0.3520	Dangerous
LEr6v	Chemicals	124	0.1240	Dangerous
6tndz	Bottled Beverages	14000	14.0000	Normal
9D360	Electronics	910	0.4550	Normal
NDBFL	Arts and Crafts	781	0.7810	Delicate
8ChJm	Electronics	124	0.0620	Normal
mW6ur	Medical Equipment	1893	3.7860	Delicate
9b5Yh	Apparel	25	0.0050	Normal
D0SIr	Machinery	93742	187.4840	Normal
7FeDI	Delicate Machinery	40248	80.4960	Delicate
bV4dt	Apparel	354	0.0708	Normal
5QVrt	Bottled Beverages	6683	6.6830	Normal
D9U0E	Bottled Products	168	0.1680	Normal
FpLfE	Home Appliances	16609	16.6090	Normal
F42yl	Medical Equipment	1163	2.3260	Delicate
KTeYk	Chemicals	160	0.1600	Dangerous
GQz0C	Automobile Parts	4582	9.1640	Normal
wkiGK	Medical Equipment	2145	4.2900	Delicate
kx9vo	Automobile Parts	3067	6.1340	Normal
vgqw1	Apparel	875	0.1750	Normal
vGhPx	Machinery	21639	43.2780	Normal
USOAV	Bottled Beverages	10044	10.0440	Normal
AYkO5	Home Appliances	54632	54.6320	Normal
Foe9k	Furniture	2321	2.3210	Normal
1dEGF	Delicate Machinery	28022	56.0440	Delicate
2pLek	Bottled Beverages	4827	4.8270	Normal
rIJ51	Electronics	477	0.2385	Normal
pbt51	Furniture	1977	1.9770	Normal
fXoDh	Automobile Parts	19826	39.6520	Normal
5wNIx	Automobile Parts	1069	2.1380	Normal
q7R6V	Bottled Beverages	10158	10.1580	Normal
TNUzy	Bottled Products	9104	9.1040	Normal
Tnm12	Electronics	359	0.1795	Normal
sLC3M	Machinery	80718	161.4360	Normal
9dNof	Machinery	52496	104.9920	Normal
8zd9s	Machinery	35193	70.3860	Normal
CrYE9	Chemicals	409	0.4090	Dangerous
7DVgz	Medical Equipment	2185	4.3700	Delicate
vnORE	Electronics	51	0.0255	Normal
csCHY	Bottled Products	7524	7.5240	Normal
eiIJz	Home Appliances	39986	39.9860	Normal
bLrDU	Apparel	294	0.0588	Normal
5l0Dc	Arts and Crafts	344	0.3440	Delicate
b65YL	Furniture	13220	13.2200	Normal
itPnC	Automobile Parts	21307	42.6140	Normal
1mCoB	Electronics	94	0.0470	Normal
n17l8	Furniture	8072	8.0720	Normal
pSXVW	Electronics	690	0.3450	Normal
RmgpX	Medical Equipment	999	1.9980	Delicate
auVO6	Arts and Crafts	396	0.3960	Delicate
wYmez	Arts and Crafts	668	0.6680	Delicate
AtI39	Furniture	5670	5.6700	Normal
GczJI	Arts and Crafts	749	0.7490	Delicate
EaJHf	Apparel	532	0.1064	Normal
zAg95	Food	10078	8.0624	Normal
NGeaw	Furniture	5792	5.7920	Normal
BlTg4	Home Appliances	47908	47.9080	Normal
vAewG	Delicate Machinery	42467	84.9340	Delicate
MXhrO	Bottled Products	3191	3.1910	Normal
Yi51u	Chemicals	204	0.2040	Dangerous
lIaW8	Medical Equipment	2235	4.4700	Delicate
mV0ax	Arts and Crafts	623	0.6230	Delicate
53Yy0	Delicate Machinery	34445	68.8900	Delicate
cjlgw	Bottled Beverages	4237	4.2370	Normal
pIJEr	Delicate Machinery	48445	96.8900	Delicate
NBtil	Automobile Parts	20726	41.4520	Normal
A924L	Machinery	77323	154.6460	Normal
AiZcI	Medical Equipment	189	0.3780	Delicate
GtgcX	Arts and Crafts	772	0.7720	Delicate
KsQM8	Machinery	88977	177.9540	Normal
2y73b	Bottled Products	3950	3.9500	Normal
XOxoM	Food	17834	14.2672	Normal
9oK2b	Arts and Crafts	700	0.7000	Delicate
7joJk	Bottled Beverages	13092	13.0920	Normal
8o9xk	Bottled Products	1406	1.4060	Normal
CNrAZ	Medical Equipment	2152	4.3040	Delicate
G2xkh	Delicate Machinery	47070	94.1400	Delicate
krXic	Machinery	28947	57.8940	Normal
tjYLN	Delicate Machinery	21708	43.4160	Delicate
AcBPj	Bottled Beverages	7729	7.7290	Normal
57WnD	Medical Equipment	1100	2.2000	Delicate
a5zCZ	Automobile Parts	19763	39.5260	Normal
Q8NjV	Delicate Machinery	33911	67.8220	Delicate
JA1tw	Delicate Machinery	33805	67.6100	Delicate
f5VyO	Arts and Crafts	441	0.4410	Delicate
ZtqhP	Automobile Parts	10391	20.7820	Normal
N8WyA	Furniture	14067	14.0670	Normal
UO9cp	Arts and Crafts	975	0.9750	Delicate
V5fap	Apparel	552	0.1104	Normal
chXJF	Bottled Products	4443	4.4430	Normal
2mWI3	Medical Equipment	2003	4.0060	Delicate
VwmQj	Apparel	4	0.0008	Normal
Spv4r	Bottled Products	6504	6.5040	Normal
SjuVm	Apparel	510	0.1020	Normal
WZSN1	Machinery	16552	33.1040	Normal
MnHya	Bottled Products	8182	8.1820	Normal
wCopy	Apparel	683	0.1366	Normal
VpIuU	Chemicals	351	0.3510	Dangerous
0GhEp	Electronics	523	0.2615	Normal
ASb8K	Furniture	341	0.3410	Normal
KF1tb	Electronics	740	0.3700	Normal
gqm86	Home Appliances	1804	1.8040	Normal
Cb8Yg	Furniture	2314	2.3140	Normal
27ir3	Home Appliances	82742	82.7420	Normal
NUbDB	Bottled Products	8441	8.4410	Normal
2TRaZ	Chemicals	285	0.2850	Dangerous
IEvd6	Electronics	454	0.2270	Normal
MIeUJ	Medical Equipment	1502	3.0040	Delicate
y0843	Arts and Crafts	199	0.1990	Delicate
s7DZj	Automobile Parts	18213	36.4260	Normal
yoHhY	Furniture	7039	7.0390	Normal
sYCKq	Arts and Crafts	371	0.3710	Delicate
Iko6Z	Automobile Parts	10015	20.0300	Normal
KwQ23	Machinery	20446	40.8920	Normal
ecFj7	Electronics	484	0.2420	Normal
2HmTB	Home Appliances	95907	95.9070	Normal
3Gi4q	Delicate Machinery	4414	8.8280	Delicate
0pPqD	Apparel	173	0.0346	Normal
d3h8a	Chemicals	143	0.1430	Dangerous
3a8Cp	Machinery	11200	22.4000	Normal
xroWn	Food	24273	19.4184	Normal
zyWFZ	Home Appliances	4227	4.2270	Normal
94Cwo	Machinery	2613	5.2260	Normal
DQZub	Bottled Beverages	6958	6.9580	Normal
Pdw4F	Medical Equipment	162	0.3240	Delicate
vKM02	Delicate Machinery	29485	58.9700	Delicate
OClQn	Bottled Beverages	10820	10.8200	Normal
d2vla	Electronics	771	0.3855	Normal
qFgZ4	Apparel	60	0.0120	Normal
Ti6UY	Automobile Parts	22440	44.8800	Normal
rOi0P	Food	9853	7.8824	Normal
C3aeJ	Furniture	7208	7.2080	Normal
kaTou	Chemicals	473	0.4730	Dangerous
CcvjZ	Automobile Parts	4922	9.8440	Normal
M2aED	Bottled Beverages	13090	13.0900	Normal
BVAc0	Furniture	14084	14.0840	Normal
1YexF	Home Appliances	69495	69.4950	Normal
A09ec	Arts and Crafts	956	0.9560	Delicate
9OTny	Chemicals	168	0.1680	Dangerous
c6Qt9	Bottled Products	3080	3.0800	Normal
NY1nr	Furniture	6554	6.5540	Normal
ZjRlM	Furniture	11041	11.0410	Normal
1OTvf	Chemicals	174	0.1740	Dangerous
seUMp	Electronics	241	0.1205	Normal
C3ETB	Medical Equipment	1921	3.8420	Delicate
HlNbR	Delicate Machinery	12459	24.9180	Delicate
mVLQz	Machinery	75330	150.6600	Normal
8zl9Q	Delicate Machinery	35813	71.6260	Delicate
jOJHp	Electronics	43	0.0215	Normal
Pl40Q	Bottled Beverages	1770	1.7700	Normal
Z9HgG	Bottled Products	7951	7.9510	Normal
tWz4x	Food	10196	8.1568	Normal
M1uF2	Electronics	495	0.2475	Normal
6Lkhi	Apparel	106	0.0212	Normal
TUyb6	Automobile Parts	6345	12.6900	Normal
48FQ9	Electronics	542	0.2710	Normal
tjmRo	Arts and Crafts	125	0.1250	Delicate
LvVgK	Home Appliances	5746	5.7460	Normal
Dlkd5	Arts and Crafts	484	0.4840	Delicate
36pJq	Automobile Parts	541	1.0820	Normal
X6Eq2	Chemicals	467	0.4670	Dangerous
8YRcG	Arts and Crafts	871	0.8710	Delicate
fyz1p	Home Appliances	83502	83.5020	Normal
Q3xEl	Arts and Crafts	511	0.5110	Delicate
COime	Chemicals	22	0.0220	Dangerous
ocUtJ	Machinery	22516	45.0320	Normal
5uADV	Bottled Products	3425	3.4250	Normal
3f04U	Home Appliances	36270	36.2700	Normal
MNJPB	Apparel	171	0.0342	Normal
rXjHT	Chemicals	274	0.2740	Dangerous
0gK5W	Apparel	157	0.0314	Normal
hofF7	Furniture	6380	6.3800	Normal
uTGPR	Machinery	59898	119.7960	Normal
kr51N	Medical Equipment	1924	3.8480	Delicate
W8Ade	Furniture	9161	9.1610	Normal
WR9wE	Chemicals	216	0.2160	Dangerous
QAHD2	Furniture	7438	7.4380	Normal
ojwsH	Machinery	55174	110.3480	Normal
mC7Rf	Food	16777	13.4216	Normal
Qm8vJ	Delicate Machinery	45103	90.2060	Delicate
UrBlh	Automobile Parts	22905	45.8100	Normal
2W5G4	Automobile Parts	23596	47.1920	Normal
WQG4H	Delicate Machinery	47987	95.9740	Delicate
PqMjB	Delicate Machinery	44730	89.4600	Delicate
qjGYI	Automobile Parts	9316	18.6320	Normal
FkESa	Bottled Products	2611	2.6110	Normal
jZWPY	Delicate Machinery	15672	31.3440	Delicate
ZWI97	Bottled Beverages	4418	4.4180	Normal
4LA7p	Chemicals	421	0.4210	Dangerous
qpOMw	Home Appliances	67995	67.9950	Normal
3AvfZ	Food	6139	4.9112	Normal
jFl6E	Bottled Beverages	9873	9.8730	Normal
yIPLR	Furniture	588	0.5880	Normal
g9Voe	Bottled Beverages	3741	3.7410	Normal
F8Cld	Medical Equipment	1707	3.4140	Delicate
VQf8U	Machinery	60117	120.2340	Normal
xbNOh	Furniture	5117	5.1170	Normal
NpITw	Apparel	409	0.0818	Normal
powZd	Medical Equipment	1237	2.4740	Delicate
dOGf8	Furniture	432	0.4320	Normal
kQS0s	Automobile Parts	1642	3.2840	Normal
kYQNz	Arts and Crafts	781	0.7810	Delicate
3dV95	Chemicals	21	0.0210	Dangerous
FxiQY	Arts and Crafts	62	0.0620	Delicate
rgRiH	Delicate Machinery	6987	13.9740	Delicate
p1xYq	Furniture	10811	10.8110	Normal
uXhEY	Apparel	539	0.1078	Normal
zE6FQ	Delicate Machinery	3051	6.1020	Delicate
jLx2i	Electronics	799	0.3995	Normal
Rqo74	Medical Equipment	423	0.8460	Delicate
GsyEY	Delicate Machinery	44618	89.2360	Delicate
pQZds	Food	19645	15.7160	Normal
AEPTh	Bottled Beverages	8109	8.1090	Normal
AYpbr	Apparel	460	0.0920	Normal
G2z7Y	Home Appliances	37268	37.2680	Normal
H0D9x	Medical Equipment	1915	3.8300	Delicate
PM59h	Machinery	83989	167.9780	Normal
cFy4m	Chemicals	63	0.0630	Dangerous
4dG6P	Chemicals	233	0.2330	Dangerous
GjusE	Automobile Parts	23867	47.7340	Normal
S2Vkp	Medical Equipment	1927	3.8540	Delicate
297vK	Chemicals	86	0.0860	Dangerous
PZpve	Arts and Crafts	546	0.5460	Delicate
RUFLP	Machinery	93367	186.7340	Normal
J35tW	Delicate Machinery	22828	45.6560	Delicate
Olu13	Delicate Machinery	30871	61.7420	Delicate
bJd39	Machinery	35427	70.8540	Normal
Y8SeE	Chemicals	161	0.1610	Dangerous
hYAWU	Bottled Products	4085	4.0850	Normal
S8yUr	Electronics	969	0.4845	Normal
FE5Ko	Furniture	492	0.4920	Normal
Z3Jkf	Food	1608	1.2864	Normal
SsE1A	Delicate Machinery	11306	22.6120	Delicate
59aQl	Electronics	182	0.0910	Normal
ga6HJ	Medical Equipment	1533	3.0660	Delicate
pBxYa	Medical Equipment	1833	3.6660	Delicate
2ltnz	Chemicals	8	0.0080	Dangerous
VCveG	Bottled Products	1649	1.6490	Normal
NLDv6	Apparel	256	0.0512	Normal
d07Zc	Chemicals	151	0.1510	Dangerous
4ZIBb	Arts and Crafts	914	0.9140	Delicate
k5MS8	Bottled Products	8411	8.4110	Normal
aLMys	Automobile Parts	3155	6.3100	Normal
ZhnWD	Bottled Beverages	10569	10.5690	Normal
zStWb	Medical Equipment	1859	3.7180	Delicate
zErei	Bottled Beverages	12498	12.4980	Normal
HGmQa	Home Appliances	72429	72.4290	Normal
aI39A	Medical Equipment	494	0.9880	Delicate
jpaDy	Machinery	62420	124.8400	Normal
CXF2y	Automobile Parts	19527	39.0540	Normal
RYAXl	Medical Equipment	331	0.6620	Delicate
Z9w4K	Electronics	992	0.4960	Normal
BdMf0	Electronics	772	0.3860	Normal
bdWyH	Automobile Parts	13106	26.2120	Normal
qE2eP	Arts and Crafts	130	0.1300	Delicate
x9t4H	Arts and Crafts	723	0.7230	Delicate
6cFpe	Machinery	59191	118.3820	Normal
jINA1	Automobile Parts	12352	24.7040	Normal
560zD	Machinery	85326	170.6520	Normal
389M0	Food	3769	3.0152	Normal
wrkWE	Apparel	455	0.0910	Normal
Ht24I	Delicate Machinery	44511	89.0220	Delicate
P4NGj	Electronics	678	0.3390	Normal
Fp6hZ	Automobile Parts	15463	30.9260	Normal
VI9jD	Bottled Beverages	2831	2.8310	Normal
v5L6k	Home Appliances	40406	40.4060	Normal
5Pu6j	Automobile Parts	20321	40.6420	Normal
81sPq	Apparel	349	0.0698	Normal
YRSFx	Arts and Crafts	789	0.7890	Delicate
FMjHx	Electronics	310	0.1550	Normal
Y3qgj	Arts and Crafts	313	0.3130	Delicate
WiLQV	Arts and Crafts	819	0.8190	Delicate
iYeuF	Electronics	484	0.2420	Normal
hb4Ml	Bottled Beverages	10353	10.3530	Normal
GxE9e	Bottled Products	3039	3.0390	Normal
dSb8J	Apparel	301	0.0602	Normal
lJchD	Arts and Crafts	420	0.4200	Delicate
ZdiO6	Electronics	756	0.3780	Normal
FGbOU	Furniture	2520	2.5200	Normal
M9ygv	Delicate Machinery	41850	83.7000	Delicate
U9WoT	Delicate Machinery	28640	57.2800	Delicate
Rtl0H	Bottled Beverages	5365	5.3650	Normal
WQhbP	Chemicals	59	0.0590	Dangerous
YIQJN	Automobile Parts	21865	43.7300	Normal
7kuAS	Home Appliances	59850	59.8500	Normal
HhrX2	Medical Equipment	269	0.5380	Delicate
OZwjK	Furniture	9864	9.8640	Normal
v049q	Chemicals	297	0.2970	Dangerous
bkXCF	Arts and Crafts	691	0.6910	Delicate
Jmsbf	Medical Equipment	205	0.4100	Delicate
Qp5Jn	Machinery	18370	36.7400	Normal
hY1AZ	Medical Equipment	1860	3.7200	Delicate
Z2yuO	Apparel	883	0.1766	Normal
P72At	Home Appliances	49631	49.6310	Normal
QE4fs	Food	18797	15.0376	Normal
IZYE2	Home Appliances	42703	42.7030	Normal
NK7kW	Medical Equipment	1294	2.5880	Delicate
V4NFT	Furniture	3280	3.2800	Normal
69i3D	Arts and Crafts	127	0.1270	Delicate
hqHET	Bottled Products	6229	6.2290	Normal
CKLRT	Bottled Products	8210	8.2100	Normal
CNcZl	Bottled Products	395	0.3950	Normal
twDgk	Food	17070	13.6560	Normal
PtaQu	Food	17275	13.8200	Normal
YkpEQ	Electronics	872	0.4360	Normal
hSH3t	Arts and Crafts	907	0.9070	Delicate
VGbFK	Machinery	78652	157.3040	Normal
aU7RG	Automobile Parts	9928	19.8560	Normal
AUGr9	Home Appliances	32259	32.2590	Normal
YD30l	Furniture	10127	10.1270	Normal
5JdSf	Home Appliances	20944	20.9440	Normal
FWun9	Food	20512	16.4096	Normal
LGsuP	Food	20305	16.2440	Normal
UzmPt	Furniture	4301	4.3010	Normal
xu7Ds	Arts and Crafts	153	0.1530	Delicate
vzkfI	Apparel	453	0.0906	Normal
us1vC	Arts and Crafts	546	0.5460	Delicate
HILx2	Electronics	592	0.2960	Normal
Waur2	Machinery	14119	28.2380	Normal
ug3lo	Bottled Products	5975	5.9750	Normal
d4XHC	Home Appliances	62848	62.8480	Normal
E1PLv	Chemicals	287	0.2870	Dangerous
SWoBp	Arts and Crafts	120	0.1200	Delicate
eD9MK	Home Appliances	66750	66.7500	Normal
Vksgv	Machinery	28145	56.2900	Normal
ZS9wh	Apparel	803	0.1606	Normal
D0nzO	Automobile Parts	22574	45.1480	Normal
pg6xB	Apparel	306	0.0612	Normal
6lwSD	Electronics	336	0.1680	Normal
IiE26	Electronics	968	0.4840	Normal
Hj3N0	Food	14904	11.9232	Normal
VZXvP	Bottled Beverages	12701	12.7010	Normal
IC0XH	Automobile Parts	6465	12.9300	Normal
WfoVl	Electronics	246	0.1230	Normal
xNbiH	Chemicals	369	0.3690	Dangerous
WYIGE	Chemicals	153	0.1530	Dangerous
JTECe	Medical Equipment	1905	3.8100	Delicate
PpGbB	Bottled Beverages	6330	6.3300	Normal
F63Zw	Furniture	12866	12.8660	Normal
45XB1	Delicate Machinery	17509	35.0180	Delicate
JdgYx	Electronics	558	0.2790	Normal
27LF6	Bottled Products	9861	9.8610	Normal
7JZlb	Machinery	50049	100.0980	Normal
uERDW	Home Appliances	62247	62.2470	Normal
j3JRH	Medical Equipment	234	0.4680	Delicate
R8Vxs	Medical Equipment	2050	4.1000	Delicate
ODUby	Arts and Crafts	728	0.7280	Delicate
HBsiL	Furniture	6541	6.5410	Normal
mt2rv	Bottled Products	7309	7.3090	Normal
Zg45B	Bottled Beverages	7009	7.0090	Normal
fznVB	Furniture	2288	2.2880	Normal
yQLG9	Apparel	372	0.0744	Normal
